Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00     450/44319       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [35]
                0.00    0.00     225/5558        std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [143]
                0.00    0.00     183/225         void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int const&, int const&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int const&, int const&) [308]
                0.00    0.00      42/16559       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [60]
                0.00    0.00      42/42          void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int const&, int const&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int const&, int const&) [389]
-----------------------------------------------
                0.00    0.00     224/224         std::pair<int, int>* std::__copy_move_backward_a2<true, std::pair<int, int>*, std::pair<int, int>*>(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*) [316]
[311]    0.0    0.00    0.00     224         std::pair<int, int>* std::__copy_move_backward<true, false, std::random_access_iterator_tag>::__copy_move_b<std::pair<int, int>*, std::pair<int, int>*>(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*) [311]
                0.00    0.00     504/18463       std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [55]
                0.00    0.00     504/8168        std::pair<int, int>::operator=(std::pair<int, int>&&) [102]
-----------------------------------------------
                0.00    0.00     224/224         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [314]
[312]    0.0    0.00    0.00     224         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__niter_wrap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*) [312]
                0.00    0.00     224/896         std::pair<int, int>* std::__niter_base<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [263]
                0.00    0.00     224/1771        __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator+(long) const [200]
-----------------------------------------------
                0.00    0.00     224/224         void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [250]
[313]    0.0    0.00    0.00     224         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::move_backward<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [313]
                0.00    0.00     448/448         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__miter_base<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [291]
                0.00    0.00     224/224         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [314]
-----------------------------------------------
                0.00    0.00     224/224         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::move_backward<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [313]
[314]    0.0    0.00    0.00     224         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [314]
                0.00    0.00     672/896         std::pair<int, int>* std::__niter_base<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [263]
                0.00    0.00     224/224         std::pair<int, int>* std::__copy_move_backward_a1<true, std::pair<int, int>*, std::pair<int, int>*>(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*) [315]
                0.00    0.00     224/224         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__niter_wrap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*) [312]
-----------------------------------------------
                0.00    0.00     224/224         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [314]
[315]    0.0    0.00    0.00     224         std::pair<int, int>* std::__copy_move_backward_a1<true, std::pair<int, int>*, std::pair<int, int>*>(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*) [315]
                0.00    0.00     224/224         std::pair<int, int>* std::__copy_move_backward_a2<true, std::pair<int, int>*, std::pair<int, int>*>(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*) [316]
-----------------------------------------------
                0.00    0.00     224/224         std::pair<int, int>* std::__copy_move_backward_a1<true, std::pair<int, int>*, std::pair<int, int>*>(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*) [315]
[316]    0.0    0.00    0.00     224         std::pair<int, int>* std::__copy_move_backward_a2<true, std::pair<int, int>*, std::pair<int, int>*>(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*) [316]
                0.00    0.00     224/224         std::pair<int, int>* std::__copy_move_backward<true, false, std::random_access_iterator_tag>::__copy_move_b<std::pair<int, int>*, std::pair<int, int>*>(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*) [311]
-----------------------------------------------
                0.00    0.00     208/208         std::allocator<int>::allocator(std::allocator<int> const&) [318]
[317]    0.0    0.00    0.00     208         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [317]
-----------------------------------------------
                0.00    0.00      22/208         std::_Vector_base<int, std::allocator<int> >::get_allocator() const [462]
                0.00    0.00      82/208         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [357]
                0.00    0.00     104/208         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [340]
[318]    0.0    0.00    0.00     208         std::allocator<int>::allocator(std::allocator<int> const&) [318]
                0.00    0.00     208/208         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [317]
-----------------------------------------------
                0.00    0.00     206/206         void std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::_M_realloc_insert<EdgeButterfly>(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, EdgeButterfly&&) [343]
[319]    0.0    0.00    0.00     206         std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::_S_relocate(EdgeButterfly*, EdgeButterfly*, EdgeButterfly*, std::allocator<EdgeButterfly>&) [319]
                0.00    0.00     206/206         std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::_S_do_relocate(EdgeButterfly*, EdgeButterfly*, EdgeButterfly*, std::allocator<EdgeButterfly>&, std::integral_constant<bool, true>) [320]
-----------------------------------------------
                0.00    0.00     206/206         std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::_S_relocate(EdgeButterfly*, EdgeButterfly*, EdgeButterfly*, std::allocator<EdgeButterfly>&) [319]
[320]    0.0    0.00    0.00     206         std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::_S_do_relocate(EdgeButterfly*, EdgeButterfly*, EdgeButterfly*, std::allocator<EdgeButterfly>&, std::integral_constant<bool, true>) [320]
                0.00    0.00     206/206         EdgeButterfly* std::__relocate_a<EdgeButterfly*, EdgeButterfly*, std::allocator<EdgeButterfly> >(EdgeButterfly*, EdgeButterfly*, EdgeButterfly*, std::allocator<EdgeButterfly>&) [321]
-----------------------------------------------
                0.00    0.00     206/206         std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::_S_do_relocate(EdgeButterfly*, EdgeButterfly*, EdgeButterfly*, std::allocator<EdgeButterfly>&, std::integral_constant<bool, true>) [320]
[321]    0.0    0.00    0.00     206         EdgeButterfly* std::__relocate_a<EdgeButterfly*, EdgeButterfly*, std::allocator<EdgeButterfly> >(EdgeButterfly*, EdgeButterfly*, EdgeButterfly*, std::allocator<EdgeButterfly>&) [321]
                0.00    0.00     618/698         EdgeButterfly* std::__niter_base<EdgeButterfly*>(EdgeButterfly*) [269]
                0.00    0.00     206/206         std::enable_if<std::__is_bitwise_relocatable<EdgeButterfly, void>::value, EdgeButterfly*>::type std::__relocate_a_1<EdgeButterfly, EdgeButterfly>(EdgeButterfly*, EdgeButterfly*, EdgeButterfly*, std::allocator<EdgeButterfly>&) [322]
-----------------------------------------------
                0.00    0.00     206/206         EdgeButterfly* std::__relocate_a<EdgeButterfly*, EdgeButterfly*, std::allocator<EdgeButterfly> >(EdgeButterfly*, EdgeButterfly*, EdgeButterfly*, std::allocator<EdgeButterfly>&) [321]
[322]    0.0    0.00    0.00     206         std::enable_if<std::__is_bitwise_relocatable<EdgeButterfly, void>::value, EdgeButterfly*>::type std::__relocate_a_1<EdgeButterfly, EdgeButterfly>(EdgeButterfly*, EdgeButterfly*, EdgeButterfly*, std::allocator<EdgeButterfly>&) [322]
-----------------------------------------------
                0.00    0.00     204/204         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [344]
[323]    0.0    0.00    0.00     204         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [323]
                0.00    0.00     204/2124        std::move_iterator<int*>::move_iterator(int*) [187]
-----------------------------------------------
                0.00    0.00      10/173         count_butterflies(BipartiteGraph const&, LocalGraph const&, int) [521]
                0.00    0.00      20/173         __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::insert<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, void>(__gnu_cxx::__normal_iterator<EdgeButterfly const*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >) [610]
                0.00    0.00      40/173         main [6]
                0.00    0.00     103/173         void std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::_M_realloc_insert<EdgeButterfly>(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, EdgeButterfly&&) [343]
[324]    0.0    0.00    0.00     173         std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::begin() [324]
                0.00    0.00     173/13586       __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::__normal_iterator(EdgeButterfly* const&) [66]
-----------------------------------------------
                0.00    0.00      10/153         std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::operator=(std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > const&) [611]
                0.00    0.00      10/153         void std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::_M_range_insert<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, std::forward_iterator_tag) [607]
                0.00    0.00      30/153         std::_Vector_base<EdgeButterfly, std::allocator<EdgeButterfly> >::~_Vector_base() [427]
                0.00    0.00     103/153         void std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::_M_realloc_insert<EdgeButterfly>(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, EdgeButterfly&&) [343]
[325]    0.0    0.00    0.00     153         std::_Vector_base<EdgeButterfly, std::allocator<EdgeButterfly> >::_M_deallocate(EdgeButterfly*, unsigned long) [325]
                0.00    0.00     123/123         std::allocator_traits<std::allocator<EdgeButterfly> >::deallocate(std::allocator<EdgeButterfly>&, EdgeButterfly*, unsigned long) [332]
-----------------------------------------------
                0.00    0.00     132/132         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [387]
[326]    0.0    0.00    0.00     132         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data const&) [326]
-----------------------------------------------
                0.00    0.00     128/128         load_graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [712]
[327]    0.0    0.00    0.00     128         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [327]
-----------------------------------------------
                0.00    0.00     123/123         std::allocator_traits<std::allocator<EdgeButterfly> >::deallocate(std::allocator<EdgeButterfly>&, EdgeButterfly*, unsigned long) [332]
[328]    0.0    0.00    0.00     123         __gnu_cxx::new_allocator<EdgeButterfly>::deallocate(EdgeButterfly*, unsigned long) [328]
-----------------------------------------------
                0.00    0.00     123/123         std::allocator_traits<std::allocator<EdgeButterfly> >::allocate(std::allocator<EdgeButterfly>&, unsigned long) [333]
[329]    0.0    0.00    0.00     123         __gnu_cxx::new_allocator<EdgeButterfly>::allocate(unsigned long, void const*) [329]
                0.00    0.00     123/349         __gnu_cxx::new_allocator<EdgeButterfly>::_M_max_size() const [300]
-----------------------------------------------
                0.00    0.00     123/123         __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__ops::_Iter_comp_iter<partition_graph(BipartiteGraph const&, int, int)::{lambda(VertexDegree const&, VertexDegree const&)#1}> >(__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__ops::_Iter_comp_iter<partition_graph(BipartiteGraph const&, int, int)::{lambda(VertexDegree const&, VertexDegree const&)#1}>) [337]
[330]    0.0    0.00    0.00     123         __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >::operator-(long) const [330]
                0.00    0.00     123/582         __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >::__normal_iterator(VertexDegree* const&) [285]
-----------------------------------------------
                0.00    0.00      10/123         EdgeButterfly* std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<EdgeButterfly const*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > >(unsigned long, __gnu_cxx::__normal_iterator<EdgeButterfly const*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly const*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >) [609]
                0.00    0.00      10/123         void std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::_M_range_insert<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, std::forward_iterator_tag) [607]
                0.00    0.00     103/123         void std::vector<EdgeButterfly, std::allocator<EdgeButterfly> >::_M_realloc_insert<EdgeButterfly>(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, EdgeButterfly&&) [343]
[331]    0.0    0.00    0.00     123         std::_Vector_base<EdgeButterfly, std::allocator<EdgeButterfly> >::_M_allocate(unsigned long) [331]
                0.00    0.00     123/123         std::allocator_traits<std::allocator<EdgeButterfly> >::allocate(std::allocator<EdgeButterfly>&, unsigned long) [333]
-----------------------------------------------
                0.00    0.00     123/123         std::_Vector_base<EdgeButterfly, std::allocator<EdgeButterfly> >::_M_deallocate(EdgeButterfly*, unsigned long) [325]
[332]    0.0    0.00    0.00     123         std::allocator_traits<std::allocator<EdgeButterfly> >::deallocate(std::allocator<EdgeButterfly>&, EdgeButterfly*, unsigned long) [332]
                0.00    0.00     123/123         __gnu_cxx::new_allocator<EdgeButterfly>::deallocate(EdgeButterfly*, unsigned long) [328]
-----------------------------------------------
                0.00    0.00     123/123         std::_Vector_base<EdgeButterfly, std::allocator<EdgeButterfly> >::_M_allocate(unsigned long) [331]
[333]    0.0    0.00    0.00     123         std::allocator_traits<std::allocator<EdgeButterfly> >::allocate(std::allocator<EdgeButterfly>&, unsigned long) [333]
                0.00    0.00     123/123         __gnu_cxx::new_allocator<EdgeButterfly>::allocate(unsigned long, void const*) [329]
-----------------------------------------------
                0.00    0.00      10/123         VVertexInfo* std::fill_n<VVertexInfo*, unsigned long, VVertexInfo>(VVertexInfo*, unsigned long, VVertexInfo const&) [685]
                0.00    0.00      10/123         VertexDegree* std::fill_n<VertexDegree*, unsigned long, VertexDegree>(VertexDegree*, unsigned long, VertexDegree const&) [686]
                0.00    0.00      10/123         long long* std::fill_n<long long*, unsigned long, long long>(long long*, unsigned long, long long const&) [687]
                0.00    0.00      93/123         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [350]
[334]    0.0    0.00    0.00     123         std::__size_to_integer(unsigned long) [334]
-----------------------------------------------
                0.00    0.00     123/123         __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__ops::_Iter_comp_iter<partition_graph(BipartiteGraph const&, int, int)::{lambda(VertexDegree const&, VertexDegree const&)#1}> >(__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__ops::_Iter_comp_iter<partition_graph(BipartiteGraph const&, int, int)::{lambda(VertexDegree const&, VertexDegree const&)#1}>) [337]
[335]    0.0    0.00    0.00     123         __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__ops::_Iter_comp_iter<partition_graph(BipartiteGraph const&, int, int)::{lambda(VertexDegree const&, VertexDegree const&)#1}> >(__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__ops::_Iter_comp_iter<partition_graph(BipartiteGraph const&, int, int)::{lambda(VertexDegree const&, VertexDegree const&)#1}>) [335]
                0.00    0.00    5320/5817        bool __gnu_cxx::__ops::_Iter_comp_iter<partition_graph(BipartiteGraph const&, int, int)::{lambda(VertexDegree const&, VertexDegree const&)#1}>::operator()<__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > > >(__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >) [141]
                0.00    0.00    2833/5412        __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >::operator--() [145]
                0.00    0.00    2364/4914        __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >::operator++() [163]
                0.00    0.00    1430/1430        bool __gnu_cxx::operator< <VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >(__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > > const&, __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > > const&) [201]
                0.00    0.00    1307/1430        void std::iter_swap<__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > > >(__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >) [203]
-----------------------------------------------
                0.00    0.00     123/123         __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > > std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__ops::_Iter_comp_iter<partition_graph(BipartiteGraph const&, int, int)::{lambda(VertexDegree const&, VertexDegree const&)#1}> >(__gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__normal_iterator<VertexDegree*, std::vector<VertexDegree, std::allocator<VertexDegree> > >, __gnu_cxx::__ops::_Iter_comp_iter<partition_graph(BipartiteGraph const&, int, int)::{lambda(VertexDegree const&, VertexDegree const&)#1}>) [337]
